Commit ID,Commit Message,Author Name,Files Changed,Passed all checks,Commit Year,Commit Month,Commit Day
9a8ac32af68cdd012a44916ff6956c879419ee05,[CI] Linux Gym Unittests to GHA (#1139),Omkar Salpekar,"['.circleci/unittest/linux_libs/scripts_gym/setup_env.sh', '.github/workflows/test-linux-gym.yml']",False,2023,5,18
f866d6e7837aa4e44c5fabe338146f7e4f37f5c1,"[Test,BugFix] Fix Jax backend tests (#1162)",Vincent Moens,['test/test_libs.py'],False,2023,5,18
a025b71e0526d132fc1cf6ae8c116238e5ac5bf3,[Nova] Remove windows Unittests from CCI (#1159),Omkar Salpekar,['.circleci/config.yml'],False,2023,5,18
6cec066b5675c1a5ec9f92f563a857913664421f,[Feature] Allow sequential transforms to work offline (#1136),Vincent Moens,"['test/test_transforms.py', 'torchrl/envs/transforms/transforms.py']",False,2023,5,18
e8a43b9021fce8470ff04b348289aeae84f33b36,[Performance] Accelerate TD lambda return estimate  (#1158),Martin Marenz,"['test/test_cost.py', 'torchrl/objectives/value/functional.py', 'torchrl/objectives/value/utils.py']",False,2023,5,18
555e156bedfa10de52400c0dd437c1ca72006e34,[BugFix] ToTensorImage unsqueeze would not update the observation spec (#1161),Harish Yerra,['torchrl/envs/transforms/transforms.py'],False,2023,5,17
af472f3aa4e7d4d2ce83e4f36ab83eb97f76bfc8,[CI] Concurrency on gha (#1152),Vincent Moens,"['.github/workflows/benchmarks.yml', '.github/workflows/docs.yml', '.github/workflows/lint.yml', '.github/workflows/nightly_build.yml', '.github/workflows/test-linux-cpu.yml', '.github/workflows/test-linux-gpu.yml', '.github/workflows/test-macos-cpu.yml', '.github/workflows/test-windows-optdepts-cpu.yml', '.github/workflows/wheels.yml']",False,2023,5,16
3fb2d0d80eccd3d4f41cdef1c4ed7669abb1dd80,[Performance] Faster GAE (#1153),Vincent Moens,"['torchrl/objectives/value/functional.py', 'torchrl/objectives/value/utils.py']",False,2023,5,15
2903605d414b5e626c14ae91e08d39289357dd56,[BugFix] _transpose_time with single dim (#1155),Vincent Moens,"['test/test_cost.py', 'torchrl/modules/tensordict_module/rnn.py', 'torchrl/objectives/value/functional.py', 'torchrl/objectives/value/utils.py']",False,2023,5,14
bd2d47af6edb843629565e4a7cc2f91b39242795,[Doc] Fix GPU benchmark (#1151),Vincent Moens,['.github/workflows/benchmarks.yml'],False,2023,5,12
589bb6e9880e3f60cfd0452feb4abf3b01551e9a,[Doc] Do not clean gh-pages (#1150),Vincent Moens,['.github/workflows/docs.yml'],False,2023,5,12
1caa1a4de4ba8d6bdba05f931f81175a5b6439ff,[Performance] Accelerate `_split_and_pad_sequence` (#1147),Martin Marenz,"['test/test_cost.py', 'torchrl/objectives/value/utils.py']",False,2023,5,12
c68e83939dbcff4f5128a94ec9eb49d758da37eb,[Performance] Vmas vectorized reset (#1146),Matteo Bettini,['torchrl/envs/libs/vmas.py'],False,2023,5,11
a48cd95162eed91d948c97eeb384544ce189535d,[BugFix] load_state_dict in param updates for collectors (#1145),Vincent Moens,['torchrl/collectors/collectors.py'],False,2023,5,10
94026641992a6e656a941a3a4d7fab59d9dcc8fc,"[Performance] Accelerate GAE (#1142)

Co-authored-by: vmoens <vincentmoens@gmail.com>",Martin Marenz,"['benchmarks/test_objectives_benchmarks.py', 'test/test_cost.py', 'torchrl/objectives/value/functional.py', 'torchrl/objectives/value/utils.py']",False,2023,5,10
577625810379e92903cc092d5bf0735a7257fd9b,"Windows Unittests on GHA (#1086)

Co-authored-by: vmoens <vincentmoens@gmail.com>",Omkar Salpekar,['.github/workflows/test-windows-optdepts-cpu.yml'],False,2023,5,10
d6a466da6b403a6ec87bbb633d0249cbd824475e,[BugFix] make value estimator with value_key from the PPOLoss init arg (#1144),xmaples,['torchrl/objectives/ppo.py'],False,2023,5,9
71c165733d1973a00d85827cc664a04d6b22785b,[Feature] CompositeSpec.lock (#1143),Vincent Moens,"['test/test_specs.py', 'torchrl/data/tensor_specs.py']",False,2023,5,9
6d030c9ec1db72c252a23dff04dcad2a553678d2,[Versioning] v0.1.1 (#1137),Vincent Moens,"['.github/workflows/wheels.yml', 'README.md', 'setup.py', 'version.txt']",False,2023,5,6
a3f69692945cd50ccf44a34ce35376ee0dc4009d,"[Feature] Added support for vector-based rewards from environments in MO-Gymnasium (#992)

Co-authored-by: vmoens <vincentmoens@gmail.com>",dennismalmgren,"['.circleci/unittest/linux/scripts/setup_env.sh', '.circleci/unittest/linux_libs/scripts_gym/batch_scripts.sh', '.circleci/unittest/linux_stable/scripts/setup_env.sh', 'docs/source/reference/envs.rst', 'test/test_libs.py', 'test/test_utils.py', 'torchrl/envs/libs/gym.py']",False,2023,5,5
24abc755c01d6e6beeedf793ec0aa1d3b7a6fcc0,"[BugFix] extract the info dict from a list (#1131)

Co-authored-by: vmoens <vincentmoens@gmail.com>",xmaples,"['.circleci/unittest/linux_libs/scripts_gym/batch_scripts.sh', 'test/test_libs.py', 'torchrl/envs/gym_like.py']",False,2023,5,5
47579aa5330f8b6338856388fcd0065dd87cfcdd,[BugFix] Fix unlock in RB (#1135),Vincent Moens,['torchrl/data/replay_buffers/storages.py'],False,2023,5,5
c83d80a71f23b49cd6dd678b36c7943f494b9f8d,[Doc] Fix locked samples from RBs and ccl of tuto (#1132),Vincent Moens,"['torchrl/data/replay_buffers/storages.py', 'tutorials/sphinx-tutorials/rb_tutorial.py']",False,2023,5,5
c671e856100378ae3caae8107231959a78ba954f,[Doc] Add tuto and time dim info in docs (#1130),Vincent Moens,"['docs/source/index.rst', 'docs/source/reference/envs.rst', 'tutorials/sphinx-tutorials/rb_tutorial.py']",False,2023,5,5
99a95e3435d26ef1caea7b383f3f4d8767f2f0c9,"[Feature] Marking the time dimension (#1095)

Co-authored-by: Rohit Nigam <rohitnigam@meta.com>
Co-authored-by: Rohit Nigam <rohitnigam@gmail.com>",Vincent Moens,"['test/test_collector.py', 'test/test_distributed.py', 'test/test_env.py', 'torchrl/collectors/collectors.py', 'torchrl/envs/common.py']",False,2023,5,5
39fe662f2963fc1f4f7038e2e762241fecc7e641,"[Refactor] Buffers tensorclass compat and tutorial (#1101)

Co-authored-by: Rohit Nigam <rohitnigam@meta.com>
Co-authored-by: Rohit Nigam <rohitnigam@gmail.com>",Vincent Moens,"['test/_utils_internal.py', 'test/test_rb.py', 'test/test_rb_distributed.py', 'test/test_trainer.py', 'torchrl/_utils.py', 'torchrl/data/replay_buffers/replay_buffers.py', 'torchrl/data/replay_buffers/samplers.py', 'torchrl/data/replay_buffers/storages.py', 'torchrl/envs/libs/brax.py', 'torchrl/envs/libs/jumanji.py', 'torchrl/envs/libs/utils.py', 'torchrl/modules/distributions/utils.py', 'torchrl/objectives/dqn.py', 'tutorials/sphinx-tutorials/rb_tutorial.py']",False,2023,5,5
aad668410b345032cf3571ac23708a797585604a,[CI] Fix windows CI (#1128),Vincent Moens,"['.circleci/config.yml', '.circleci/unittest/windows_optdepts/scripts/install.sh']",False,2023,5,5
09f71b16fb984c3a8af5b2490e7b6e969ae145f9,[Feature] CatFrames for offline data (#1122),Vincent Moens,"['.circleci/unittest/linux_examples/scripts/run_test.sh', '.github/workflows/nightly_build.yml', 'examples/a2c/utils.py', 'examples/dreamer/dreamer_utils.py', 'examples/ppo/ppo.py', 'examples/ppo/utils.py', 'test/_utils_internal.py', 'test/test_libs.py', 'test/test_rb.py', 'test/test_trainer.py', 'test/test_transforms.py', 'torchrl/envs/transforms/transforms.py']",False,2023,5,5
0452133c7e8bc4310328a638ea23567ffeb5378f,"[BugFix] Instruct the value key to PPOLoss (#1124)

Co-authored-by: xmaples <5900204+xmaples@users.noreply.github.com>",Vincent Moens,['torchrl/objectives/ppo.py'],False,2023,5,4
714d6459e7b58f3b5601c26d612211527582327a,[BugFix] Set exploration mode to MODE in all losses by default (#1123),Vincent Moens,"['torchrl/objectives/common.py', 'torchrl/objectives/ddpg.py', 'torchrl/objectives/iql.py', 'torchrl/objectives/td3.py']",False,2023,5,4
257f152ebedc397478b6fa38d3a6a7e446ff5087,[Nova] Remove CircleCI Wheels Builds (#1121),Omkar Salpekar,['.circleci/config.yml'],False,2023,5,4
5a01be1a913b9945eed131e6042d3b2985f6fe28,[Nova] Lint job on GHA (#1114),Omkar Salpekar,['.github/workflows/lint.yml'],False,2023,5,4
697a278047ddca035db680717bf497981611b22e,"Revert ""Fix in windows unit test"" (#1117)",Mischa Böhm,"['.circleci/unittest/windows_optdepts/scripts/environment.yml', '.circleci/unittest/windows_optdepts/scripts/setup_env.sh']",False,2023,5,3
e9a2eb78cdd53f46c00fe36844e0efbfb68f2564,Fix in windows unit test (#1099),Mischa Böhm,"['.circleci/unittest/windows_optdepts/scripts/environment.yml', '.circleci/unittest/windows_optdepts/scripts/setup_env.sh']",False,2023,5,3
7e4151791ed2419b1c1aa324509ee9a2ad50efa4,[CI] Upgrade ubuntu version in GHA (#1116),Vincent Moens,"['.github/workflows/benchmarks.yml', '.github/workflows/nightly_build.yml', '.github/workflows/wheels.yml']",False,2023,5,2
7a93629d255a1c79f1e49b63536451e21cde3783,Added the entry for skip-tests in the environment.yml (#1113),Rohit Nigam,['.circleci/unittest/linux_libs/scripts_habitat/environment.yml'],False,2023,5,1
82f308cbf5e726a5bfbcd3e5e71fcdff6caa8085,[Doc] Fix doc rendering (#1112),Vincent Moens,"['docs/source/index.rst', 'docs/source/reference/envs.rst', 'docs/source/reference/modules.rst', 'knowledge_base/HABITAT.md', 'knowledge_base/MUJOCO_INSTALLATION.md', 'torchrl/modules/__init__.py', 'tutorials/sphinx-tutorials/coding_ddpg.py', 'tutorials/sphinx-tutorials/coding_ppo.py', 'tutorials/sphinx-tutorials/dqn_with_rnn.py', 'tutorials/sphinx-tutorials/pendulum.py', 'tutorials/sphinx-tutorials/torchrl_envs.py']",False,2023,4,30
50425aeeaca409bf6a5c81391fca1290dd552a3b,[Minor] Update doc index,Vincent Moens,['docs/source/index.rst'],False,2023,4,29
446dd263746b75b15e80d08769795eca4259b9db,[CI] Fix tutos (2) (#1109),Vincent Moens,"['.circleci/unittest/linux_olddeps/scripts_gym_0_13/install.sh', '.github/workflows/docs.yml', 'tutorials/sphinx-tutorials/run_local.sh']",False,2023,4,28
50f0db02df59e5fbdb97250e861fee65f3b3720d,"[BugFix, Doc] Fix tutos (#1107)",Vincent Moens,"['.github/workflows/docs.yml', 'docs/source/index.rst', 'torchrl/collectors/collectors.py', 'torchrl/collectors/distributed/generic.py', 'torchrl/collectors/distributed/rpc.py', 'torchrl/collectors/distributed/sync.py', 'torchrl/envs/libs/gym.py', 'torchrl/envs/utils.py', 'tutorials/sphinx-tutorials/coding_ddpg.py', 'tutorials/sphinx-tutorials/coding_dqn.py', 'tutorials/sphinx-tutorials/dqn_with_rnn.py', 'tutorials/sphinx-tutorials/pendulum.py', 'tutorials/sphinx-tutorials/run_local.sh', 'tutorials/sphinx-tutorials/torchrl_demo.py']",False,2023,4,28
25370f78239893019d5e7de72736f2673f5f2332,Update dqn_with_rnn.py,Vincent Moens,['tutorials/sphinx-tutorials/dqn_with_rnn.py'],False,2023,4,28
a7a0235bfeafc3a1e317830b1beaffd01eda5696,"[CI] pytest should not skip tests for dependencies (#1048)

Co-authored-by: vmoens <vincentmoens@gmail.com>",Rohit Nigam,"['.circleci/config.yml', '.circleci/unittest/linux_libs/scripts_brax/environment.yml', '.circleci/unittest/linux_libs/scripts_brax/run_test.sh', '.circleci/unittest/linux_libs/scripts_d4rl/environment.yml', '.circleci/unittest/linux_libs/scripts_d4rl/run_test.sh', '.circleci/unittest/linux_libs/scripts_gym/batch_scripts.sh', '.circleci/unittest/linux_libs/scripts_gym/environment.yml', '.circleci/unittest/linux_libs/scripts_gym/install.sh', '.circleci/unittest/linux_libs/scripts_gym/run_test.sh', '.circleci/unittest/linux_libs/scripts_gym/setup_env.sh', '.circleci/unittest/linux_libs/scripts_habitat/run_test.sh', '.circleci/unittest/linux_libs/scripts_jumanji/environment.yml', '.circleci/unittest/linux_libs/scripts_jumanji/run_test.sh', '.circleci/unittest/linux_libs/scripts_sklearn/environment.yml', '.circleci/unittest/linux_libs/scripts_sklearn/run_test.sh', '.circleci/unittest/linux_libs/scripts_vmas/environment.yml', '.circleci/unittest/linux_libs/scripts_vmas/run_test.sh', '.circleci/unittest/linux_olddeps/scripts_gym_0_13/environment.yml', '.circleci/unittest/linux_olddeps/scripts_gym_0_13/install.sh', '.circleci/unittest/linux_olddeps/scripts_gym_0_13/run_test.sh', '.circleci/unittest/linux_olddeps/scripts_gym_0_13/setup_env.sh', '.circleci/unittest/linux_optdeps/scripts/install.sh', '.circleci/unittest/linux_optdeps/scripts/run_test.sh', '.circleci/unittest/linux_optdeps/scripts/setup_env.sh', 'knowledge_base/MUJOCO_INSTALLATION.md', 'test/smoke_test_deps.py', 'test/test_libs.py', 'torchrl/_utils.py', 'torchrl/collectors/collectors.py', 'torchrl/envs/libs/gym.py']",False,2023,4,28
42cbc8548b68f7927783fcbdf9f19481ca91dd09,"[BugFix] Fix Gym imports (#1023)

Co-authored-by: dallonsius <dallonsius@meta.com>",Vincent Moens,"['docs/requirements.txt', 'docs/source/reference/envs.rst', 'test/test_utils.py', 'torchrl/_utils.py', 'torchrl/envs/libs/gym.py', 'torchrl/envs/libs/habitat.py', 'torchrl/envs/libs/utils.py', 'torchrl/objectives/common.py']",False,2023,4,28
7ca35477e75c484ff3f6c30afd9edd29daf6d4ab,"[Feature,Doc] QValue refactoring and QNet + RNN tuto (#1060)",Vincent Moens,"['.circleci/unittest/linux_examples/scripts/run_test.sh', 'docs/source/_static/img/rollout_recurrent.png', 'examples/bandits/dqn.py', 'test/test_exploration.py', 'torchrl/data/replay_buffers/replay_buffers.py', 'torchrl/envs/transforms/transforms.py', 'torchrl/modules/models/models.py', 'torchrl/modules/tensordict_module/exploration.py', 'torchrl/objectives/redq.py', 'tutorials/sphinx-tutorials/dqn_with_rnn.py']",False,2023,4,28
8e1af207142814a8ed4270d8bd8a65efc93c5fb1,[BugFix] Fix EnvPoool (#1106),Vincent Moens,['torchrl/envs/vec_env.py'],False,2023,4,28
e80930dabe940a3eaec7ee23e74a4b70b330dd2d,[Feature] Indexing specs (#1105),Rémi Domingues,"['test/test_specs.py', 'torchrl/data/tensor_specs.py']",False,2023,4,28
69dc0fab4ba58ea83d56fae85ced5c37ae1e350a,[Refactor] Make advantages non-differentiable by default (except in losses) (#1104),Vincent Moens,['torchrl/objectives/value/advantages.py'],False,2023,4,28
4793640e14ddee1355160c9c150976f605bb6b4e,[Refactor] Update vmap imports to torch (#1102),Vincent Moens,"['test/test_tensordictmodules.py', 'torchrl/modules/tensordict_module/common.py', 'torchrl/modules/tensordict_module/sequence.py', 'torchrl/objectives/deprecated.py', 'torchrl/objectives/iql.py', 'torchrl/objectives/redq.py', 'torchrl/objectives/sac.py', 'torchrl/objectives/td3.py']",False,2023,4,28
8d8256ad8fe806de9259f6e499a1819f089b9744,"[CI, BugFix] Fix CI warnings and errors (#1100)",Vincent Moens,"['.circleci/unittest/linux_examples/scripts/run_local.sh', '.circleci/unittest/linux_examples/scripts/run_test.sh', 'examples/a2c/utils.py', 'examples/bandits/dqn.py', 'examples/ddpg/config.yaml', 'examples/discrete_sac/discrete_sac.py', 'examples/distributed/collectors/multi_nodes/ray_train.py', 'examples/dqn/config.yaml', 'examples/dreamer/config.yaml', 'examples/dreamer/dreamer.py', 'examples/dreamer/dreamer_utils.py', 'examples/iql/iql_online.py', 'examples/iql/online_config.yaml', 'examples/ppo/utils.py', 'examples/redq/config.yaml', 'examples/sac/config.yaml', 'examples/td3/config.yaml', 'examples/td3/td3.py', 'test/test_helpers.py', 'test/test_rb.py', 'test/test_trainer.py', 'torchrl/_utils.py', 'torchrl/data/replay_buffers/replay_buffers.py', 'torchrl/data/replay_buffers/storages.py', 'torchrl/envs/transforms/transforms.py', 'torchrl/modules/tensordict_module/actors.py', 'torchrl/objectives/a2c.py', 'torchrl/objectives/common.py', 'torchrl/objectives/ddpg.py', 'torchrl/objectives/deprecated.py', 'torchrl/objectives/dqn.py', 'torchrl/objectives/dreamer.py', 'torchrl/objectives/iql.py', 'torchrl/objectives/ppo.py', 'torchrl/objectives/redq.py', 'torchrl/objectives/reinforce.py', 'torchrl/objectives/sac.py', 'torchrl/objectives/td3.py', 'torchrl/objectives/value/advantages.py', 'torchrl/trainers/helpers/collectors.py', 'torchrl/trainers/helpers/envs.py', 'torchrl/trainers/helpers/losses.py', 'torchrl/trainers/helpers/trainers.py', 'torchrl/trainers/trainers.py']",False,2023,4,27
b871a8ec7efab0601b9f332676c21c8639900c9a,[BugFix] Remove false warnings in losses (#1096),Vincent Moens,"['test/test_cost.py', 'torchrl/objectives/common.py', 'torchrl/objectives/utils.py']",False,2023,4,27
cd02ee0af742c5997d1124ae11593ba8f0559886,[Feature] Auto-init updaters and raise a warning if not present (#1092),Vincent Moens,"['examples/discrete_sac/discrete_sac.py', 'examples/iql/iql_online.py', 'examples/td3/td3.py', 'test/test_cost.py', 'torchrl/modules/tensordict_module/actors.py', 'torchrl/modules/tensordict_module/common.py', 'torchrl/objectives/common.py', 'torchrl/objectives/dqn.py', 'torchrl/objectives/utils.py', 'torchrl/trainers/helpers/losses.py', 'tutorials/sphinx-tutorials/coding_ddpg.py', 'tutorials/sphinx-tutorials/coding_dqn.py']",False,2023,4,26
32339daf0f32baf07bff825718ba8c42480fcf3f,[Refactor] Refactor DQN (#1085),Vincent Moens,"['test/test_actors.py', 'test/test_cost.py', 'torchrl/modules/tensordict_module/actors.py', 'torchrl/modules/utils/__init__.py', 'torchrl/modules/utils/utils.py', 'torchrl/objectives/dqn.py']",False,2023,4,25
ce88a95652c9b1e2587c580f3dadccea7cc94561,"[Feature] Indexing Discrete and OneHot specs (#1081)

Co-authored-by: Vincent Moens <vincentmoens@gmail.com>",Rémi Domingues,"['test/test_specs.py', 'torchrl/data/tensor_specs.py']",False,2023,4,25
bae693e56809dfe429519e9f747fd301b265b113,[BugFix] Fix output_spec transform calls (#1091),Vincent Moens,"['test/test_transforms.py', 'torchrl/envs/transforms/transforms.py']",False,2023,4,25
6c89a65c54152fe0c011559cd6febb0c1cbf6d79,[Example] A2C simplified example (#1076),Albert Bou,"['.circleci/unittest/linux_examples/scripts/run_test.sh', 'README.md', 'examples/a2c/a2c.py', 'examples/a2c/a2c_mujoco_halfcheetah.png', 'examples/a2c/config.yaml', 'examples/a2c/training_curves.md', 'examples/a2c/utils.py', 'examples/ppo/ppo.py']",False,2023,4,25
df233fb6b20e6b127e08afb37d4cf72299d71658,[BugFix] Change default of skip_existing to None (#1082),Tom Begley,['torchrl/objectives/value/advantages.py'],False,2023,4,24
34868272a27d4649f7ebcac77e97a91b2c7a1dfc,[Feature] LSTMModule (#1084),Vincent Moens,"['docs/source/reference/modules.rst', 'test/test_tensordictmodules.py', 'torchrl/modules/__init__.py', 'torchrl/modules/models/models.py', 'torchrl/modules/tensordict_module/__init__.py', 'torchrl/modules/tensordict_module/rnn.py', 'torchrl/objectives/value/functional.py']",False,2023,4,24
4d47d466bf7ed7690a0acbdb7a15979223d5cc14,[Test] Fix tensorboard tests with ImageIO 2.26 (#1083),Vincent Moens,"['.circleci/unittest/linux/scripts/environment.yml', '.circleci/unittest/linux_distributed/scripts/environment.yml', '.circleci/unittest/linux_examples/scripts/environment.yml', '.circleci/unittest/linux_stable/scripts/environment.yml']",False,2023,4,24
a59eca30976d5a38f12871c491b76fcffe74fa4a,"[Feature] Target Return Transform (#1045)

Co-authored-by: vmoens <vincentmoens@gmail.com>",Sebastian Dittert,"['docs/source/reference/envs.rst', 'test/test_transforms.py', 'torchrl/envs/__init__.py', 'torchrl/envs/transforms/__init__.py', 'torchrl/envs/transforms/transforms.py']",False,2023,4,20
426fee556e887e4044c0879d32ca8056e6f4db0d,"[CI] Remove migrated CircleCI macOS jobs (#1069)

Signed-off-by: Eli Uriegas <eliuriegas@meta.com>",Eli Uriegas,['.circleci/config.yml'],False,2023,4,20
d16f71a2c26553c7302ee642829103d64fc9505a,[Feature] Update td in step (not overwrite) (#1075),Vincent Moens,"['torchrl/collectors/collectors.py', 'torchrl/envs/common.py']",False,2023,4,20
03616918fbdaa56977900b92914aa4bcee09e4c7,[Example] PPO simplified example (#1004),Albert Bou,"['.circleci/unittest/linux_examples/scripts/run_test.sh', 'examples/ppo/config.yaml', 'examples/ppo/config_example2.yaml', 'examples/ppo/ppo.py', 'examples/ppo/ppo_atari_pong.png', 'examples/ppo/ppo_mujoco_halfcheetah.png', 'examples/ppo/training_curves.md', 'examples/ppo/utils.py']",False,2023,4,19
388de953a2efe6c9c4583a107ca4cde8a307254b,[Doc] fix figures display issues in documentation of actors.py (#1074),Damien A,['torchrl/modules/tensordict_module/actors.py'],False,2023,4,19
0a6221316c5d3a9feda2f7bc402bc02e54e879b7,[Doc] Update KB: cannot find -lGL (#1073),Vincent Moens,['knowledge_base/MUJOCO_INSTALLATION.md'],False,2023,4,19
3390db099131d2737208c426601a333fafe26d57,[Refactor] Deprecate interaction_mode (#1067),Vincent Moens,"['docs/source/reference/collectors.rst', 'examples/a2c/a2c.py', 'examples/bandits/dqn.py', 'examples/ddpg/ddpg.py', 'examples/discrete_sac/discrete_sac.py', 'examples/distributed/collectors/multi_nodes/ray_train.py', 'examples/dreamer/dreamer.py', 'examples/iql/iql_online.py', 'examples/ppo/ppo.py', 'examples/redq/redq.py', 'examples/sac/sac.py', 'examples/td3/td3.py', 'test/test_cost.py', 'test/test_exploration.py', 'test/test_helpers.py', 'test/test_libs.py', 'test/test_tensordictmodules.py', 'test/test_transforms.py', 'torchrl/collectors/collectors.py', 'torchrl/collectors/distributed/generic.py', 'torchrl/collectors/distributed/ray.py', 'torchrl/collectors/distributed/rpc.py', 'torchrl/collectors/distributed/sync.py', 'torchrl/envs/__init__.py', 'torchrl/envs/utils.py', 'torchrl/modules/models/exploration.py', 'torchrl/modules/tensordict_module/actors.py', 'torchrl/modules/tensordict_module/exploration.py', 'torchrl/modules/tensordict_module/probabilistic.py', 'torchrl/objectives/ddpg.py', 'torchrl/objectives/deprecated.py', 'torchrl/objectives/dreamer.py', 'torchrl/objectives/iql.py', 'torchrl/objectives/redq.py', 'torchrl/objectives/sac.py', 'torchrl/objectives/td3.py', 'torchrl/trainers/helpers/collectors.py', 'torchrl/trainers/helpers/models.py', 'torchrl/trainers/helpers/trainers.py', 'torchrl/trainers/trainers.py', 'tutorials/sphinx-tutorials/coding_ddpg.py', 'tutorials/sphinx-tutorials/coding_dqn.py', 'tutorials/sphinx-tutorials/coding_ppo.py', 'tutorials/sphinx-tutorials/torchrl_demo.py']",False,2023,4,18
cbb0c2f1e3d848382a96cd2d2c255ccb809d2b39,[BugFix] Fix parallel env data passing on cuda (#1024),Vincent Moens,"['test/mocking_classes.py', 'test/test_env.py', 'torchrl/envs/common.py', 'torchrl/envs/libs/vmas.py', 'torchrl/envs/vec_env.py']",False,2023,4,18
55976e43cd1c4e90dc2192147253e34eb59e29eb,[Feature] Skip existing for advantage modules (#1070),Vincent Moens,"['test/test_cost.py', 'torchrl/objectives/utils.py', 'torchrl/objectives/value/advantages.py']",False,2023,4,18
950391f09e15f7d376ebb9b81d23f3e70cd02c66,[CI] Reduce tests (#1071),Vincent Moens,['.circleci/config.yml'],False,2023,4,18
271fde772dbfd1b98bca4dd2d31759bfdddcf665,"[Feature] Reward2go Transform (#1038)

Co-authored-by: Vincent Moens <vincentmoens@gmail.com>",Sebastian Dittert,"['docs/source/reference/envs.rst', 'docs/source/reference/objectives.rst', 'test/test_transforms.py', 'torchrl/collectors/collectors.py', 'torchrl/envs/__init__.py', 'torchrl/envs/transforms/__init__.py', 'torchrl/envs/transforms/transforms.py', 'torchrl/objectives/value/functional.py']",False,2023,4,17
fae0e03bcde6b1e77905ffdcc8bb82e802a276b0,[Test] Fix tests for older pytorch versions (#1066),Vincent Moens,"['test/test_distributions.py', 'torchrl/modules/distributions/discrete.py']",False,2023,4,17
c087963f7b883c42c0498cd345d059cd338c85f1,"[Refactor] Removes ""reward"" from root tensordicts (#1065)",Vincent Moens,"['test/test_collector.py', 'test/test_env.py', 'test/test_helpers.py', 'test/test_libs.py', 'test/test_transforms.py', 'torchrl/envs/common.py', 'torchrl/envs/utils.py', 'torchrl/modules/planners/cem.py', 'torchrl/modules/planners/mppi.py', 'torchrl/modules/tensordict_module/sequence.py']",False,2023,4,17
88b5e4e6abda38165b1cbf6988bff26e8b62fcc0,MUJOCO_INSTALLATION.md: Fix typo (#1064),Silvio Traversaro,['knowledge_base/MUJOCO_INSTALLATION.md'],False,2023,4,16
a47dd3b14225b236c62a7b63f6575442f693ce3b,[Refactor] Better integration of QValue tools (#1063),Vincent Moens,"['docs/source/reference/modules.rst', 'test/test_actors.py', 'test/test_cost.py', 'test/test_modules.py', 'torchrl/modules/__init__.py', 'torchrl/modules/models/models.py', 'torchrl/modules/tensordict_module/__init__.py', 'torchrl/modules/tensordict_module/actors.py', 'torchrl/modules/tensordict_module/common.py', 'torchrl/objectives/common.py']",False,2023,4,16
